timestamp          , open    , high    , low     , close   , volume
2025-04-07 04:57:00, 222.7300, 223.3400, 222.7000, 223.2000,     4712
2025-04-07 04:58:00, 223.3800, 223.3800, 222.7000, 222.9100,     4012
2025-04-07 04:59:00, 222.8000, 222.8300, 222.1100, 222.2100,     5798
2025-04-07 05:00:00, 222.0100, 222.2100, 221.2600, 221.3000,     6534
2025-04-07 05:01:00, 221.4500, 222.2500, 221.3800, 222.1500,     5412
2025-04-07 05:02:00, 222.0500, 222.1600, 221.8700, 222.1400,     4694
2025-04-07 05:03:00, 222.0000, 223.0000, 221.9900, 222.5300,     7166
2025-04-07 05:04:00, 222.4600, 222.4900, 221.1500, 221.1500,     9884
2025-04-07 05:05:00, 221.1500, 221.8500, 221.0000, 221.5000,     8020
2025-04-07 05:06:00, 221.5200, 221.5200, 220.9600, 221.2300,     6535
2025-04-07 05:07:00, 221.4000, 221.4900, 221.0100, 221.0100,     2324
2025-04-07 05:08:00, 221.1800, 221.8400, 221.1000, 221.8400,     3115
2025-04-07 05:09:00, 221.7300, 221.8800, 221.5100, 221.8800,     6678
2025-04-07 05:10:00, 222.3000, 222.5000, 222.1500, 222.5000,     2858
2025-04-07 05:11:00, 222.4300, 222.5000, 222.0000, 222.0400,     5532
2025-04-07 05:12:00, 222.0000, 222.2000, 221.9000, 222.2000,     4207
2025-04-07 05:13:00, 222.3700, 222.5400, 222.0000, 222.1700,     3054
2025-04-07 05:14:00, 222.2000, 222.2000, 222.0000, 222.0000,     1249
2025-04-07 05:15:00, 222.3300, 222.3700, 221.2100, 221.5900,     2991
2025-04-07 05:16:00, 221.6100, 221.7000, 221.0200, 221.0200,     7029
2025-04-07 05:17:00, 221.0200, 221.7700, 221.0200, 221.6300,     2194
2025-04-07 05:18:00, 221.5700, 221.7100, 220.9100, 221.0100,     5355
2025-04-07 05:19:00, 221.1000, 221.2000, 220.5000, 220.6000,    15120
2025-04-07 05:20:00, 220.5200, 221.4200, 220.5200, 221.0100,     6993
2025-04-07 05:21:00, 221.2200, 221.3600, 221.0100, 221.0900,     3599
2025-04-07 05:22:00, 221.4000, 221.4000, 220.3000, 220.3000,     8295
2025-04-07 05:23:00, 220.5300, 220.5500, 220.3100, 220.3100,     5255
2025-04-07 05:24:00, 220.3300, 220.8500, 220.0400, 220.2300,    17268
2025-04-07 05:25:00, 220.2100, 220.7400, 220.2100, 220.6000,     2943
2025-04-07 05:26:00, 220.6000, 221.7000, 220.5800, 221.3900,     4817
2025-04-07 05:27:00, 221.6700, 222.0000, 221.0000, 221.1700,     7566
2025-04-07 05:28:00, 221.1700, 221.3100, 220.9900, 221.0000,      889
2025-04-07 05:29:00, 221.6600, 222.3800, 221.5900, 222.2600,     7233
2025-04-07 05:30:00, 222.0100, 222.3900, 222.0100, 222.3600,     2839
2025-04-07 05:31:00, 222.3000, 222.6500, 221.1800, 221.1800,     3465
2025-04-07 05:32:00, 221.3900, 221.6400, 221.1400, 221.6400,     4102
2025-04-07 05:33:00, 221.6400, 222.1700, 221.3700, 222.1700,     3223
2025-04-07 05:34:00, 222.3000, 223.3000, 222.3000, 223.1900,     7011
2025-04-07 05:35:00, 223.1200, 223.1200, 222.4100, 222.8500,     2204
2025-04-07 05:36:00, 222.9700, 223.7800, 222.9100, 223.4000,     6982
2025-04-07 05:37:00, 223.1200, 223.6100, 222.8000, 223.3000,     5797
2025-04-07 05:38:00, 223.3000, 223.3000, 222.6000, 223.0000,     5663
2025-04-07 05:39:00, 223.4000, 223.5600, 222.8900, 223.0700,     3292
2025-04-07 05:40:00, 223.1900, 223.2000, 222.5000, 222.7600,     5929
2025-04-07 05:41:00, 222.7600, 222.8400, 222.4300, 222.4700,     2320
2025-04-07 05:42:00, 222.7600, 223.2400, 222.7600, 223.0000,     2483
2025-04-07 05:43:00, 223.0000, 223.5000, 223.0000, 223.4000,     2811
2025-04-07 05:44:00, 223.3600, 224.2900, 223.3600, 223.9500,     7395
2025-04-07 05:45:00, 223.7900, 224.1000, 223.5000, 223.8100,     4762
2025-04-07 05:46:00, 224.0000, 224.0000, 223.1700, 223.1700,     8144
2025-04-07 05:47:00, 223.1600, 223.7000, 223.0500, 223.7000,     3196
2025-04-07 05:48:00, 223.6900, 224.7000, 223.6900, 224.5400,     5176
2025-04-07 05:49:00, 224.5600, 224.5600, 224.0000, 224.0000,     3920
2025-04-07 05:50:00, 223.8500, 224.0000, 223.5000, 223.8000,     2102
2025-04-07 05:51:00, 223.7900, 224.2100, 223.7900, 224.0300,     3241
2025-04-07 05:52:00, 223.6900, 224.1900, 223.6000, 224.1900,     1761
2025-04-07 05:53:00, 224.0000, 224.0600, 223.7500, 223.9100,     1706
2025-04-07 05:54:00, 223.5100, 223.5900, 223.2900, 223.3800,     1708
2025-04-07 05:55:00, 223.3100, 223.3400, 222.7800, 222.9300,     6084
2025-04-07 05:56:00, 222.8100, 222.8400, 222.0100, 222.5700,    13202
2025-04-07 05:57:00, 222.5700, 222.8600, 222.5700, 222.7900,     3227
2025-04-07 05:58:00, 222.5000, 222.8500, 222.5000, 222.5800,     2941
2025-04-07 05:59:00, 222.8000, 222.8200, 222.6000, 222.6000,     1672
2025-04-07 06:00:00, 222.9900, 223.3800, 222.7900, 223.3800,     9303
2025-04-07 06:01:00, 223.3000, 223.4000, 222.0000, 222.8300,    21860
2025-04-07 06:02:00, 222.8800, 227.2800, 222.8800, 227.2800,    35106
2025-04-07 06:03:00, 227.4100, 227.4500, 225.5000, 225.7000,     8762
2025-04-07 06:04:00, 225.6700, 225.9200, 224.6600, 224.6600,    10130
2025-04-07 06:05:00, 224.7200, 226.8000, 224.7200, 226.7600,     8888
2025-04-07 06:06:00, 226.5500, 227.5000, 226.5500, 227.0100,     8649
2025-04-07 06:07:00, 227.1600, 228.2200, 227.0000, 228.0000,    26685
2025-04-07 06:08:00, 227.8900, 228.6300, 227.6000, 227.8800,    13686
2025-04-07 06:09:00, 227.8000, 228.2000, 227.0100, 227.0100,     9420
2025-04-07 06:10:00, 227.0000, 227.2900, 226.4800, 226.4800,     8511
2025-04-07 06:11:00, 226.5400, 227.7300, 226.4600, 226.5400,    14473
2025-04-07 06:12:00, 226.5000, 228.1800, 226.4300, 227.4800,    12602
2025-04-07 06:13:00, 227.3600, 227.5600, 226.4900, 226.6500,     3384
2025-04-07 06:14:00, 226.9000, 227.1300, 226.6300, 227.1300,     6670
2025-04-07 06:15:00, 227.5000, 227.5800, 226.8100, 227.2200,     5886
2025-04-07 06:16:00, 227.2000, 228.1900, 227.1100, 228.1000,    10681
2025-04-07 06:17:00, 228.0900, 228.1100, 227.3500, 228.1100,     5852
2025-04-07 06:18:00, 228.2200, 228.8000, 228.2200, 228.6100,     3876
2025-04-07 06:19:00, 228.8300, 229.1900, 228.5000, 228.6300,    15545
2025-04-07 06:20:00, 228.9600, 229.4000, 228.6100, 228.7000,     6319
2025-04-07 06:21:00, 229.0500, 229.7500, 229.0000, 229.5900,     7437
2025-04-07 06:22:00, 229.5200, 230.9900, 229.4500, 230.9200,    24013
2025-04-07 06:23:00, 230.8400, 231.3200, 230.2900, 230.9800,    13500
2025-04-07 06:24:00, 230.9200, 231.0000, 230.0400, 230.1800,     7436
2025-04-07 06:25:00, 230.1800, 230.2100, 228.5700, 229.2500,    17020
2025-04-07 06:26:00, 229.0100, 229.2600, 228.3000, 229.0000,     7341
2025-04-07 06:27:00, 228.8100, 228.8100, 228.0000, 228.0300,    22186
2025-04-07 06:28:00, 228.2700, 228.2700, 227.4700, 227.9300,    15975
2025-04-07 06:29:00, 227.9500, 228.9100, 227.9500, 228.6000,     4423
2025-04-07 06:30:00, 228.6100, 228.6100, 227.9200, 227.9200,     7022
2025-04-07 06:31:00, 227.7600, 228.1700, 227.3300, 227.5500,     4720
2025-04-07 06:32:00, 227.5300, 228.2500, 227.2600, 228.0400,     5287
2025-04-07 06:33:00, 228.0000, 229.1600, 227.7300, 229.1600,     6229
2025-04-07 06:34:00, 229.1600, 229.9000, 229.0200, 229.8200,     6704
2025-04-07 06:35:00, 229.5400, 229.5500, 228.9600, 229.4200,     3598
2025-04-07 06:36:00, 229.6000, 230.6100, 229.5500, 230.5100,    11495
2025-04-07 06:37:00, 230.7400, 232.1700, 230.3800, 232.1700,    19159
2025-04-07 06:38:00, 232.2500, 232.8400, 231.8900, 232.6000,    13180
2025-04-07 06:39:00, 232.6000, 233.8000, 232.1100, 233.7000,    11611
2025-04-07 06:40:00, 233.5900, 233.7300, 232.4500, 232.4600,    22066
2025-04-07 06:41:00, 232.3400, 232.7100, 231.6300, 232.2900,    10306
2025-04-07 06:42:00, 232.4800, 232.4800, 231.7700, 232.0400,     6193
2025-04-07 06:43:00, 232.0000, 233.0000, 231.8000, 233.0000,    13250
2025-04-07 06:44:00, 233.0000, 234.1800, 232.9800, 233.6100,    18412
2025-04-07 06:45:00, 233.6800, 234.9400, 233.5500, 234.8800,    20143
2025-04-07 06:46:00, 234.8800, 235.3600, 234.0000, 234.0100,    48298
2025-04-07 06:47:00, 234.0000, 234.4500, 232.8000, 232.8000,    23199
2025-04-07 06:48:00, 232.7300, 232.7500, 231.7000, 232.2800,    47016
2025-04-07 06:49:00, 232.2400, 232.4000, 230.9900, 231.3100,    15218
2025-04-07 06:50:00, 231.3900, 232.4000, 231.3200, 232.2700,     9384
2025-04-07 06:51:00, 232.3300, 232.7000, 231.9000, 232.0000,    10255
2025-04-07 06:52:00, 232.1900, 232.5200, 231.0200, 231.0900,     6422
2025-04-07 06:53:00, 231.1800, 231.4000, 230.1900, 230.3800,    13072
2025-04-07 06:54:00, 230.3800, 231.3000, 230.2100, 231.3000,     8922
2025-04-07 06:55:00, 231.2500, 231.2500, 229.6100, 229.6100,     8417
2025-04-07 06:56:00, 229.7500, 231.0800, 229.7500, 230.5000,    19319
2025-04-07 06:57:00, 230.5000, 230.5700, 229.4400, 229.5100,    11207
2025-04-07 06:58:00, 229.5900, 230.2100, 229.4600, 229.6700,     9629
2025-04-07 06:59:00, 229.9600, 230.5000, 229.6400, 229.8800,    10577
2025-04-07 07:00:00, 229.9000, 230.1600, 226.8500, 227.0000,   101647
2025-04-07 07:01:00, 227.0100, 228.1900, 226.3300, 228.0900,    82687
2025-04-07 07:02:00, 227.7500, 228.1000, 227.4000, 227.8800,    18593
2025-04-07 07:03:00, 227.7600, 228.3300, 227.1800, 227.7500,    23509
2025-04-07 07:04:00, 227.7700, 227.7700, 226.6100, 227.3900,    18612
2025-04-07 07:05:00, 227.2200, 228.0000, 227.2200, 227.3000,    13507
2025-04-07 07:06:00, 227.3000, 227.7000, 227.0000, 227.5000,    10226
2025-04-07 07:07:00, 227.5500, 228.3000, 227.4200, 227.8000,    26447
2025-04-07 07:08:00, 227.6900, 228.2000, 227.2700, 227.8100,    23492
2025-04-07 07:09:00, 227.8600, 229.4100, 227.8600, 229.0000,    28239
2025-04-07 07:10:00, 229.0000, 229.9500, 228.6900, 229.7100,    17471
2025-04-07 07:11:00, 229.6710, 229.6900, 228.8200, 228.9900,    15138
2025-04-07 07:12:00, 228.6000, 229.9200, 228.4600, 229.8000,    10410
2025-04-07 07:13:00, 230.0000, 230.4000, 229.2800, 229.3100,    13004
2025-04-07 07:14:00, 229.3300, 229.5000, 228.2300, 228.4200,    13172
2025-04-07 07:15:00, 228.2300, 228.2300, 227.2300, 227.6100,    10247
2025-04-07 07:16:00, 227.6100, 227.7200, 226.4700, 226.4700,    14830
2025-04-07 07:17:00, 226.5600, 226.9800, 226.2700, 226.7800,    12618
2025-04-07 07:18:00, 226.7100, 227.6100, 226.6600, 227.4200,     9613
2025-04-07 07:19:00, 227.3100, 227.4400, 226.9400, 227.4400,     3614
2025-04-07 07:20:00, 227.5000, 228.1000, 227.1200, 227.1200,     7765
2025-04-07 07:21:00, 227.3400, 227.9500, 227.1000, 227.6300,    11327
2025-04-07 07:22:00, 227.5500, 227.6500, 226.6000, 226.6000,    11995
2025-04-07 07:23:00, 226.6100, 226.6100, 225.3200, 225.3200,    30032
2025-04-07 07:24:00, 225.3300, 226.6000, 225.2500, 226.4000,    12923
2025-04-07 07:25:00, 226.1400, 226.2500, 225.4700, 225.4700,     5522
2025-04-07 07:26:00, 225.6200, 226.5000, 225.6200, 226.3200,     9839
2025-04-07 07:27:00, 226.0400, 227.4000, 226.0400, 227.1600,    20652
2025-04-07 07:28:00, 227.4100, 228.5000, 227.4100, 227.5800,    19368
2025-04-07 07:29:00, 227.5000, 227.5000, 226.6800, 226.7300,     5389
2025-04-07 07:30:00, 226.8000, 226.8000, 225.7000, 226.0000,    11735
2025-04-07 07:31:00, 226.0000, 226.0900, 225.2400, 225.7700,    11969
2025-04-07 07:32:00, 225.7000, 226.2000, 225.6800, 225.8100,     6282
2025-04-07 07:33:00, 225.7900, 226.2500, 225.6100, 225.6600,     5818
2025-04-07 07:34:00, 225.6500, 225.6500, 225.0000, 225.3600,    22738
2025-04-07 07:35:00, 225.4900, 225.5600, 224.8000, 224.8000,    30830
2025-04-07 07:36:00, 224.8100, 224.8900, 224.0000, 224.0000,    33764
2025-04-07 07:37:00, 224.0100, 224.4500, 223.2500, 223.4000,    24445
2025-04-07 07:38:00, 223.4000, 223.5700, 223.0000, 223.2900,    32942
2025-04-07 07:39:00, 223.3800, 224.3900, 223.0500, 224.1700,    25519
2025-04-07 07:40:00, 224.3100, 224.5700, 223.8300, 223.8300,     7017
2025-04-07 07:41:00, 223.8900, 225.1000, 223.8900, 224.6200,    18862
2025-04-07 07:42:00, 224.5000, 224.7100, 224.2000, 224.2000,     5533
2025-04-07 07:43:00, 224.0100, 224.1000, 223.5000, 223.5000,    12591
2025-04-07 07:44:00, 223.5000, 223.5600, 223.2500, 223.3900,    12177
2025-04-07 07:45:00, 223.3900, 223.6600, 222.8900, 223.3000,    15478
2025-04-07 07:46:00, 223.2900, 224.8000, 223.2900, 224.7000,    30108
2025-04-07 07:47:00, 224.5900, 224.8900, 224.1500, 224.1500,    10807
2025-04-07 07:48:00, 224.1400, 224.4000, 223.7800, 223.9100,     4248
2025-04-07 07:49:00, 223.7900, 223.9000, 223.3800, 223.7500,     6155
2025-04-07 07:50:00, 223.6900, 223.8500, 223.2800, 223.3000,     7818
2025-04-07 07:51:00, 223.3000, 223.9600, 223.2800, 223.2800,     4190
2025-04-07 07:52:00, 223.5000, 223.5000, 222.8100, 223.1100,     8801
2025-04-07 07:53:00, 223.0700, 223.6000, 222.7500, 223.0000,    10628
2025-04-07 07:54:00, 223.0000, 224.2000, 223.0000, 223.9900,    16075
2025-04-07 07:55:00, 223.8800, 224.6000, 223.7800, 224.3400,    12950
2025-04-07 07:56:00, 224.4000, 225.3500, 224.4000, 225.0000,    17371
2025-04-07 07:57:00, 225.0000, 225.5400, 224.8000, 225.1500,    12584
2025-04-07 07:58:00, 225.0900, 225.5500, 225.0100, 225.2800,     5632
2025-04-07 07:59:00, 225.2600, 225.2600, 224.4300, 225.1100,     6840
2025-04-07 08:00:00, 228.5200, 234.8631, 216.0800, 227.1300,   474578
2025-04-07 08:01:00, 226.0333, 227.8000, 210.8500, 224.8900,    48206
2025-04-07 08:02:00, 225.3003, 225.3003, 223.0703, 223.8300,    29124
2025-04-07 08:03:00, 223.8800, 224.2300, 215.0900, 216.2000,   321356
2025-04-07 08:04:00, 216.2700, 223.9700, 208.5600, 223.8900,   473489
2025-04-07 08:05:00, 223.7200, 223.9000, 222.7900, 222.8100,    18372
2025-04-07 08:06:00, 222.7600, 222.8100, 222.2000, 222.2100,    22700
2025-04-07 08:07:00, 222.2100, 223.3999, 222.1100, 222.6100,    26126
2025-04-07 08:08:00, 222.7000, 222.7500, 222.0301, 222.3200,    19310
2025-04-07 08:09:00, 222.4500, 222.9699, 222.1976, 222.5000,    10595
2025-04-07 08:10:00, 222.5000, 222.8965, 222.3000, 222.8800,    23677
2025-04-07 08:11:00, 222.8000, 222.9000, 222.4100, 222.7795,    14173
2025-04-07 08:12:00, 222.5700, 222.9700, 222.5700, 222.7000,    13260
2025-04-07 08:13:00, 222.9490, 223.0000, 222.4200, 222.8700,    28230
2025-04-07 08:14:00, 222.8300, 223.6100, 222.7500, 223.5000,    25463
2025-04-07 08:15:00, 223.6300, 224.0000, 223.5000, 223.7300,    18029
2025-04-07 08:16:00, 223.6600, 223.8000, 222.8100, 223.2300,    22959
2025-04-07 08:17:00, 223.1400, 223.2000, 222.3200, 222.3200,    12328
2025-04-07 08:18:00, 222.4100, 222.9000, 222.0000, 222.4600,    25468
2025-04-07 08:19:00, 222.5000, 222.5600, 222.0000, 222.3800,    12869
2025-04-07 08:20:00, 222.2800, 222.7900, 222.1600, 222.3600,    10355
2025-04-07 08:21:00, 222.5000, 222.9000, 222.4001, 222.9000,    11869
2025-04-07 08:22:00, 223.0000, 223.2000, 222.7100, 222.9100,     7972
2025-04-07 08:23:00, 222.9598, 223.2000, 222.6900, 222.7000,     7436
2025-04-07 08:24:00, 222.9900, 223.5300, 222.8500, 223.5300,    11255
2025-04-07 08:25:00, 223.3600, 223.6600, 223.0000, 223.3100,    10499
2025-04-07 08:26:00, 223.3900, 224.3500, 223.3700, 224.1400,    23252
2025-04-07 08:27:00, 224.0400, 224.5999, 223.6200, 223.6500,    22199
2025-04-07 08:28:00, 223.6500, 225.7000, 223.6500, 225.5500,    47524
2025-04-07 08:29:00, 225.5500, 227.1800, 225.4000, 226.8500,    50302
2025-04-07 08:30:00, 226.9400, 228.5900, 226.9400, 227.7500,    48593
2025-04-07 08:31:00, 227.7500, 227.7538, 226.1101, 226.6500,    36670
2025-04-07 08:32:00, 226.7600, 227.0000, 226.2500, 226.4000,    26595
2025-04-07 08:33:00, 226.5100, 227.6000, 226.5000, 226.9000,    28837
2025-04-07 08:34:00, 226.7600, 227.1300, 226.5100, 226.6000,    14754
2025-04-07 08:35:00, 226.5000, 226.7841, 226.2500, 226.4900,    10853
2025-04-07 08:36:00, 226.4300, 226.8000, 226.0100, 226.0100,     8722
2025-04-07 08:37:00, 226.0000, 226.5000, 225.5100, 225.6799,    18467
2025-04-07 08:38:00, 225.4800, 225.9271, 225.0200, 225.4300,    18779
2025-04-07 08:39:00, 225.3400, 225.4543, 225.0000, 225.4000,     8064
2025-04-07 08:40:00, 225.4600, 225.4600, 224.8000, 225.1968,    11548
2025-04-07 08:41:00, 225.0800, 225.5000, 225.0700, 225.3001,     9659
2025-04-07 08:42:00, 225.4100, 225.4900, 225.0000, 225.4000,     8060
2025-04-07 08:43:00, 225.5000, 226.7187, 225.5000, 226.4552,    13082
2025-04-07 08:44:00, 226.2600, 226.4200, 225.8600, 226.0000,     9205
2025-04-07 08:45:00, 225.8600, 226.1700, 224.7700, 225.0000,    28539
2025-04-07 08:46:00, 224.8700, 225.3300, 224.3500, 224.3500,    20030
2025-04-07 08:47:00, 224.3600, 224.3800, 223.7400, 224.2000,    17073
2025-04-07 08:48:00, 224.3600, 225.5500, 224.2532, 225.5001,     9276
2025-04-07 08:49:00, 225.8800, 227.9900, 225.7500, 226.5000,    58457
2025-04-07 08:50:00, 226.3200, 227.4000, 226.3200, 227.0000,    20858
2025-04-07 08:51:00, 227.0000, 227.3300, 226.0000, 226.2800,    27303
2025-04-07 08:52:00, 226.4800, 226.9390, 226.2800, 226.5300,    29877
2025-04-07 08:53:00, 226.4000, 227.2000, 226.3900, 227.1900,    17742
2025-04-07 08:54:00, 227.2000, 227.3300, 226.6039, 226.8500,    19616
2025-04-07 08:55:00, 226.9900, 227.3600, 226.9900, 227.2000,    19117
2025-04-07 08:56:00, 227.1301, 227.3600, 226.7045, 226.9899,    21415
2025-04-07 08:57:00, 226.7600, 227.0000, 226.5212, 226.7000,     7344
2025-04-07 08:58:00, 226.8000, 226.9900, 226.6000, 226.6000,     5798
2025-04-07 08:59:00, 226.6300, 226.6300, 225.9953, 226.2500,    23582
2025-04-07 09:00:00, 226.1500, 226.1500, 224.5700, 224.6502,    20925
2025-04-07 09:01:00, 224.7253, 225.5259, 224.5000, 225.1800,    20948
2025-04-07 09:02:00, 225.3000, 225.5000, 224.8800, 225.3770,    15739
2025-04-07 09:03:00, 225.3199, 225.4750, 225.1347, 225.2100,    14194
2025-04-07 09:04:00, 225.3968, 225.6400, 225.2000, 225.2000,    16201
2025-04-07 09:05:00, 225.3200, 225.6400, 225.1500, 225.5000,    10389
2025-04-07 09:06:00, 225.6100, 225.8500, 225.0000, 225.0600,    23106
2025-04-07 09:07:00, 225.1000, 225.4003, 225.0000, 225.3600,    19367
2025-04-07 09:08:00, 225.3182, 225.4000, 224.8200, 225.0514,     9818
2025-04-07 09:09:00, 225.0000, 225.1899, 224.7100, 224.7100,     8710
2025-04-07 09:10:00, 224.7000, 224.8100, 224.1600, 224.2400,     9874
2025-04-07 09:11:00, 224.2200, 225.3700, 224.1101, 224.6900,    29564
2025-04-07 09:12:00, 224.8000, 225.0000, 224.3900, 224.3900,    10904
2025-04-07 09:13:00, 224.3000, 224.6600, 224.3000, 224.4900,    14824
2025-04-07 09:14:00, 224.4000, 225.0000, 224.3500, 224.8000,    10677
2025-04-07 09:15:00, 224.8000, 224.9856, 224.3425, 224.6855,    16234
2025-04-07 09:16:00, 224.3800, 224.5100, 224.2200, 224.4000,    14279
2025-04-07 09:17:00, 224.5000, 224.6200, 224.2100, 224.2100,     8758
2025-04-07 09:18:00, 224.2045, 224.2700, 223.8800, 223.8800,    15675
2025-04-07 09:19:00, 223.9220, 223.9599, 223.2500, 223.6400,    24765
2025-04-07 09:20:00, 223.5100, 223.5409, 222.9700, 223.0500,    17606
2025-04-07 09:21:00, 223.1000, 223.2600, 222.7500, 222.8300,    19944
2025-04-07 09:22:00, 222.8300, 223.2001, 222.7200, 222.9200,    22616
2025-04-07 09:23:00, 222.9200, 222.9200, 222.7000, 222.8800,     7880
2025-04-07 09:24:00, 222.9600, 223.0495, 222.7100, 223.0000,    17174
2025-04-07 09:25:00, 222.8300, 223.0000, 222.2300, 222.6400,    34422
2025-04-07 09:26:00, 222.6400, 223.3300, 222.6100, 223.1100,    26474
2025-04-07 09:27:00, 223.0000, 223.1600, 222.4000, 222.4100,    27486
2025-04-07 09:28:00, 222.4100, 224.0000, 222.4100, 223.3866,    59720
2025-04-07 09:29:00, 223.3800, 224.0000, 223.2400, 223.7900,    57652
2025-04-07 09:30:00, 223.8000, 224.2000, 222.1100, 222.6299,  2424438
2025-04-07 09:31:00, 222.5700, 225.5000, 222.5220, 225.4288,   871091
2025-04-07 09:32:00, 225.3810, 225.5671, 220.5400, 220.8187,   911334
2025-04-07 09:33:00, 220.8900, 222.4900, 220.5700, 222.2067,   585478
2025-04-07 09:34:00, 222.3400, 224.9700, 222.0000, 224.3900,   694250
2025-04-07 09:35:00, 224.3500, 224.4700, 221.2501, 221.8500,   521104
2025-04-07 09:36:00, 221.8000, 222.1700, 220.5200, 220.8100,   513191
2025-04-07 09:37:00, 220.8250, 221.2800, 220.3600, 220.4475,   522421
2025-04-07 09:38:00, 220.4400, 220.6100, 217.4100, 217.8000,  1282887
2025-04-07 09:39:00, 217.7900, 220.0000, 217.7217, 219.7400,   662920
